=================================================================
           NETWORK PERFORMANCE SUMMARY REPORT
           Generated on: 2026-09-21 12:03:08
=================================================================

[1. HOST AGGREGATED METRICS]
--------------------------------------------------------------------------------
Target Host          | Sent   | Recv   | Loss %   | Min (ms)  | Max (ms)  | Avg (ms) 
[2026-09-21 12:02:46] Seq 15: Success - Latency 1.43ms - TTL 62
[2026-09-21 12:02:47] Seq 16: Success - Latency 1.26ms - TTL 62
[2026-09-21 12:02:48] Seq 17: Success - Latency 1.59ms - TTL 62
[2026-09-21 12:02:49] Seq 18: Success - Latency 1.42ms - TTL 62
[2026-09-21 12:02:50] Seq 19: Success - Latency 2.33ms - TTL 62
[2026-09-21 12:02:51] Seq 20: Success - Latency 1.1ms - TTL 62
[2026-09-21 12:02:52] Seq 21: Success - Latency 1.43ms - TTL 62
[2026-09-21 12:02:53] Seq 22: Success - Latency 1.56ms - TTL 62
[2026-09-21 12:02:54] Seq 23: Success - Latency 1.22ms - TTL 62

# Target Stream: 172.16.32.41
---------------------------------------------
[2026-09-21 12:02:32] Seq 1: FAILED - Timed Out
[2026-09-21 12:02:34] Seq 2: FAILED - Timed Out
[2026-09-21 12:02:36] Seq 3: FAILED - Timed Out
[2026-09-21 12:02:38] Seq 4: FAILED - Timed Out
[2026-09-21 12:02:40] Seq 5: FAILED - Timed Out
[2026-09-21 12:02:42] Seq 6: FAILED - Timed Out
[2026-09-21 12:02:44] Seq 7: FAILED - Timed Out
[2026-09-21 12:02:46] Seq 8: FAILED - Timed Out
[2026-09-21 12:02:48] Seq 9: FAILED - Timed Out
[2026-09-21 12:02:50] Seq 10: FAILED - Timed Out
[2026-09-21 12:02:52] Seq 11: FAILED - Timed Out
[2026-09-21 12:02:54] Seq 12: FAILED - Timed Out

# Target Stream: 172.16.32.42
---------------------------------------------
[2026-09-21 12:02:32] Seq 1: FAILED - Timed Out
[2026-09-21 12:02:34] Seq 2: FAILED - Timed Out
[2026-09-21 12:02:36] Seq 3: FAILED - Timed Out
[2026-09-21 12:02:38] Seq 4: FAILED - Timed Out
[2026-09-21 12:02:40] Seq 5: FAILED - Timed Out
[2026-09-21 12:02:42] Seq 6: FAILED - Timed Out
[2026-09-21 12:02:44] Seq 7: FAILED - Timed Out
[2026-09-21 12:02:46] Seq 8: FAILED - Timed Out
[2026-09-21 12:02:48] Seq 9: FAILED - Timed Out
[2026-09-21 12:02:50] Seq 10: FAILED - Timed Out
[2026-09-21 12:02:52] Seq 11: FAILED - Timed Out
[2026-09-21 12:02:54] Seq 12: FAILED - Timed Out

# Target Stream: 172.16.32.43
---------------------------------------------
[2026-09-21 12:02:32] Seq 1: FAILED - Timed Out
[2026-09-21 12:02:34] Seq 2: FAILED - Timed Out
[2026-09-21 12:02:36] Seq 3: FAILED - Timed Out
[2026-09-21 12:02:38] Seq 4: FAILED - Timed Out
[2026-09-21 12:02:40] Seq 5: FAILED - Timed Out
[2026-09-21 12:02:42] Seq 6: FAILED - Timed Out
[2026-09-21 12:02:44] Seq 7: FAILED - Timed Out
[2026-09-21 12:02:46] Seq 8: FAILED - Timed Out
[2026-09-21 12:02:48] Seq 9: FAILED - Timed Out
[2026-09-21 12:02:50] Seq 10: FAILED - Timed Out
[2026-09-21 12:02:52] Seq 11: FAILED - Timed Out
[2026-09-21 12:02:54] Seq 12: FAILED - Timed Out

# Target Stream: 172.16.32.44
---------------------------------------------
[2026-09-21 12:02:32] Seq 1: FAILED - Timed Out
[2026-09-21 12:02:34] Seq 2: FAILED - Timed Out
[2026-09-21 12:02:36] Seq 3: FAILED - Timed Out
[2026-09-21 12:02:38] Seq 4: FAILED - Timed Out
[2026-09-21 12:02:40] Seq 5: FAILED - Timed Out
[2026-09-21 12:02:42] Seq 6: FAILED - Timed Out
[2026-09-21 12:02:44] Seq 7: FAILED - Timed Out
[2026-09-21 12:02:46] Seq 8: FAILED - Timed Out
[2026-09-21 12:02:48] Seq 9: FAILED - Timed Out
[2026-09-21 12:02:50] Seq 10: FAILED - Timed Out
[2026-09-21 12:02:52] Seq 11: FAILED - Timed Out
[2026-09-21 12:02:54] Seq 12: FAILED - Timed Out

# Target Stream: 172.16.32.45
---------------------------------------------
[2026-09-21 12:02:32] Seq 1: Success - Latency 1.33ms - TTL 62
[2026-09-21 12:02:33] Seq 2: Success - Latency 1.32ms - TTL 62
[2026-09-21 12:02:34] Seq 3: Success - Latency 2.26ms - TTL 62
[2026-09-21 12:02:35] Seq 4: Success - Latency 1.12ms - TTL 62
[2026-09-21 12:02:36] Seq 5: Success - Latency 2.96ms - TTL 62
[2026-09-21 12:02:37] Seq 6: Success - Latency 1.52ms - TTL 62
[2026-09-21 12:02:38] Seq 7: Success - Latency 1.11ms - TTL 62
[2026-09-21 12:02:39] Seq 8: Success - Latency 1.2ms - TTL 62
[2026-09-21 12:02:40] Seq 9: Success - Latency 1.24ms - TTL 62
[2026-09-21 12:02:41] Seq 10: Success - Latency 1.47ms - TTL 62
[2026-09-21 12:02:42] Seq 11: Success - Latency 3.57ms - TTL 62
[2026-09-21 12:02:43] Seq 12: Success - Latency 1.15ms - TTL 62
[2026-09-21 12:02:44] Seq 13: Success - Latency 1.33ms - TTL 62
[2026-09-21 12:02:45] Seq 14: Success - Latency 1.58ms - TTL 62
[2026-09-21 12:02:46] Seq 15: Success - Latency 1.55ms - TTL 62
[2026-09-21 12:02:47] Seq 16: Success - Latency 1.12ms - TTL 62
[2026-09-21 12:02:48] Seq 17: Success - Latency 2.3ms - TTL 62
[2026-09-21 12:02:49] Seq 18: Success - Latency 1.85ms - TTL 62
[2026-09-21 12:02:50] Seq 19: Success - Latency 10.7ms - TTL 62
[2026-09-21 12:02:51] Seq 20: Success - Latency 1.12ms - TTL 62
[2026-09-21 12:02:52] Seq 21: Success - Latency 1.42ms - TTL 62
[2026-09-21 12:02:53] Seq 22: Success - Latency 1.77ms - TTL 62
[2026-09-21 12:02:54] Seq 23: Success - Latency 1.38ms - TTL 62

# Target Stream: 172.16.32.46
---------------------------------------------
[2026-09-21 12:02:32] Seq 1: FAILED - Timed Out
[2026-09-21 12:02:34] Seq 2: FAILED - Timed Out
[2026-09-21 12:02:36] Seq 3: FAILED - Timed Out
[2026-09-21 12:02:38] Seq 4: FAILED - Timed Out
[2026-09-21 12:02:40] Seq 5: FAILED - Timed Out
[2026-09-21 12:02:42] Seq 6: FAILED - Timed Out
[2026-09-21 12:02:44] Seq 7: FAILED - Timed Out
[2026-09-21 12:02:46] Seq 8: FAILED - Timed Out
[2026-09-21 12:02:48] Seq 9: FAILED - Timed Out
[2026-09-21 12:02:50] Seq 10: FAILED - Timed Out
[2026-09-21 12:02:52] Seq 11: FAILED - Timed Out
[2026-09-21 12:02:54] Seq 12: FAILED - Timed Out

# Target Stream: 172.16.32.47
---------------------------------------------
[2026-09-21 12:02:32] Seq 1: Success - Latency 1.23ms - TTL 62
[2026-09-21 12:02:33] Seq 2: Success - Latency 1.5ms - TTL 62
[2026-09-21 12:02:34] Seq 3: Success - Latency 2.74ms - TTL 62
[2026-09-21 12:02:35] Seq 4: Success - Latency 1.14ms - TTL 62
[2026-09-21 12:02:36] Seq 5: Success - Latency 4.94ms - TTL 62
[2026-09-21 12:02:37] Seq 6: Success - Latency 1.88ms - TTL 62
[2026-09-21 12:02:38] Seq 7: Success - Latency 2.27ms - TTL 62
[2026-09-21 12:02:39] Seq 8: Success - Latency 2.36ms - TTL 62
[2026-09-21 12:02:40] Seq 9: Success - Latency 2.68ms - TTL 62
[2026-09-21 12:02:41] Seq 10: Success - Latency 1.99ms - TTL 62
[2026-09-21 12:02:42] Seq 11: Success - Latency 1.3ms - TTL 62
[2026-09-21 12:02:43] Seq 12: Success - Latency 1.76ms - TTL 62
[2026-09-21 12:02:44] Seq 13: Success - Latency 1.03ms - TTL 62
[2026-09-21 12:02:45] Seq 14: Success - Latency 1.0ms - TTL 62
[2026-09-21 12:02:46] Seq 15: Success - Latency 1.09ms - TTL 62
[2026-09-21 12:02:47] Seq 16: Success - Latency 3.45ms - TTL 62
[2026-09-21 12:02:48] Seq 17: Success - Latency 1.18ms - TTL 62
[2026-09-21 12:02:49] Seq 18: Success - Latency 1.76ms - TTL 62
[2026-09-21 12:02:50] Seq 19: Success - Latency 1.17ms - TTL 62
[2026-09-21 12:02:51] Seq 20: Success - Latency 1.45ms - TTL 62
[2026-09-21 12:02:52] Seq 21: Success - Latency 1.54ms - TTL 62
[2026-09-21 12:02:53] Seq 22: Success - Latency 1.35ms - TTL 62
[2026-09-21 12:02:54] Seq 23: Success - Latency 1.17ms - TTL 62

# Target Stream: 172.16.32.48
---------------------------------------------
[2026-09-21 12:02:32] Seq 1: Success - Latency 1.43ms - TTL 62
[2026-09-21 12:02:33] Seq 2: Success - Latency 1.82ms - TTL 62
[2026-09-21 12:02:34] Seq 3: Success - Latency 1.79ms - TTL 62
[2026-09-21 12:02:35] Seq 4: Success - Latency 1.13ms - TTL 62
[2026-09-21 12:02:36] Seq 5: Success - Latency 1.36ms - TTL 62
[2026-09-21 12:02:37] Seq 6: Success - Latency 1.76ms - TTL 62
[2026-09-21 12:02:38] Seq 7: Success - Latency 1.86ms - TTL 62
[2026-09-21 12:02:39] Seq 8: Success - Latency 1.4ms - TTL 62
[2026-09-21 12:02:40] Seq 9: Success - Latency 1.33ms - TTL 62
[2026-09-21 12:02:41] Seq 10: Success - Latency 1.96ms - TTL 62
[2026-09-21 12:02:42] Seq 11: Success - Latency 1.64ms - TTL 62
[2026-09-21 12:02:43] Seq 12: Success - Latency 1.35ms - TTL 62
[2026-09-21 12:02:44] Seq 13: Success - Latency 1.03ms - TTL 62
[2026-09-21 12:02:45] Seq 14: Success - Latency 1.09ms - TTL 62
[2026-09-21 12:02:46] Seq 15: Success - Latency 1.35ms - TTL 62
[2026-09-21 12:02:47] Seq 16: Success - Latency 1.12ms - TTL 62
[2026-09-21 12:02:48] Seq 17: Success - Latency 1.36ms - TTL 62
[2026-09-21 12:02:49] Seq 18: Success - Latency 2.22ms - TTL 62
[2026-09-21 12:02:50] Seq 19: Success - Latency 1.39ms - TTL 62
[2026-09-21 12:02:51] Seq 20: Success - Latency 1.3ms - TTL 62
[2026-09-21 12:02:52] Seq 21: Success - Latency 1.13ms - TTL 62
[2026-09-21 12:02:53] Seq 22: Success - Latency 1.36ms - TTL 62
[2026-09-21 12:02:54] Seq 23: Success - Latency 1.78ms - TTL 62

# Target Stream: 172.16.32.49
---------------------------------------------
[2026-09-21 12:02:32] Seq 1: FAILED - Timed Out
[2026-09-21 12:02:34] Seq 2: FAILED - Timed Out
[2026-09-21 12:02:36] Seq 3: FAILED - Timed Out
[2026-09-21 12:02:38] Seq 4: FAILED - Timed Out
[2026-09-21 12:02:40] Seq 5: FAILED - Timed Out
[2026-09-21 12:02:42] Seq 6: FAILED - Timed Out
[2026-09-21 12:02:44] Seq 7: FAILED - Timed Out
[2026-09-21 12:02:46] Seq 8: FAILED - Timed Out
[2026-09-21 12:02:48] Seq 9: FAILED - Timed Out
[2026-09-21 12:02:50] Seq 10: FAILED - Timed Out
[2026-09-21 12:02:52] Seq 11: FAILED - Timed Out
[2026-09-21 12:02:54] Seq 12: FAILED - Timed Out

# Target Stream: 172.16.32.50
---------------------------------------------
[2026-09-21 12:02:32] Seq 1: FAILED - Timed Out
[2026-09-21 12:02:34] Seq 2: FAILED - Timed Out
[2026-09-21 12:02:36] Seq 3: FAILED - Timed Out
[2026-09-21 12:02:38] Seq 4: FAILED - Timed Out
[2026-09-21 12:02:40] Seq 5: FAILED - Timed Out
[2026-09-21 12:02:42] Seq 6: FAILED - Timed Out
[2026-09-21 12:02:44] Seq 7: FAILED - Timed Out
[2026-09-21 12:02:46] Seq 8: FAILED - Timed Out
[2026-09-21 12:02:48] Seq 9: FAILED - Timed Out
[2026-09-21 12:02:50] Seq 10: FAILED - Timed Out
[2026-09-21 12:02:52] Seq 11: FAILED - Timed Out
[2026-09-21 12:02:54] Seq 12: FAILED - Timed Out

# Target Stream: 172.16.32.51
---------------------------------------------
[2026-09-21 12:02:32] Seq 1: FAILED - Timed Out
[2026-09-21 12:02:34] Seq 2: FAILED - Timed Out
[2026-09-21 12:02:36] Seq 3: FAILED - Timed Out
[2026-09-21 12:02:38] Seq 4: FAILED - Timed Out
[2026-09-21 12:02:40] Seq 5: FAILED - Timed Out
[2026-09-21 12:02:42] Seq 6: FAILED - Timed Out
[2026-09-21 12:02:44] Seq 7: FAILED - Timed Out
[2026-09-21 12:02:46] Seq 8: FAILED - Timed Out
[2026-09-21 12:02:48] Seq 9: FAILED - Timed Out
[2026-09-21 12:02:50] Seq 10: FAILED - Timed Out
[2026-09-21 12:02:52] Seq 11: FAILED - Timed Out
[2026-09-21 12:02:54] Seq 12: FAILED - Timed Out

# Target Stream: 172.16.32.52
---------------------------------------------
[2026-09-21 12:02:32] Seq 1: FAILED - Timed Out
[2026-09-21 12:02:34] Seq 2: FAILED - Timed Out
[2026-09-21 12:02:36] Seq 3: FAILED - Timed Out
[2026-09-21 12:02:38] Seq 4: FAILED - Timed Out
[2026-09-21 12:02:40] Seq 5: FAILED - Timed Out
[2026-09-21 12:02:42] Seq 6: FAILED - Timed Out
[2026-09-21 12:02:44] Seq 7: FAILED - Timed Out
[2026-09-21 12:02:46] Seq 8: FAILED - Timed Out
[2026-09-21 12:02:48] Seq 9: FAILED - Timed Out
[2026-09-21 12:02:50] Seq 10: FAILED - Timed Out
[2026-09-21 12:02:52] Seq 11: FAILED - Timed Out
[2026-09-21 12:02:54] Seq 12: FAILED - Timed Out

# Target Stream: 172.16.32.53
---------------------------------------------
[2026-09-21 12:02:32] Seq 1: Success - Latency 1.56ms - TTL 62
[2026-09-21 12:02:33] Seq 2: Success - Latency 2.7ms - TTL 62
[2026-09-21 12:02:34] Seq 3: Success - Latency 2.71ms - TTL 62
[2026-09-21 12:02:35] Seq 4: Success - Latency 1.14ms - TTL 62
[2026-09-21 12:02:36] Seq 5: Success - Latency 3.71ms - TTL 62
[2026-09-21 12:02:37] Seq 6: Success - Latency 1.64ms - TTL 62
[2026-09-21 12:02:38] Seq 7: Success - Latency 1.17ms - TTL 62
[2026-09-21 12:02:39] Seq 8: Success - Latency 1.18ms - TTL 62
[2026-09-21 12:02:40] Seq 9: Success - Latency 2.18ms - TTL 62
[2026-09-21 12:02:41] Seq 10: Success - Latency 1.56ms - TTL 62
[2026-09-21 12:02:42] Seq 11: Success - Latency 4.63ms - TTL 62
[2026-09-21 12:02:43] Seq 12: Success - Latency 1.29ms - TTL 62
[2026-09-21 12:02:44] Seq 13: Success - Latency 1.09ms - TTL 62
[2026-09-21 12:02:45] Seq 14: Success - Latency 1.51ms - TTL 62
[2026-09-21 12:02:46] Seq 15: Success - Latency 1.7ms - TTL 62
[2026-09-21 12:02:47] Seq 16: Success - Latency 1.81ms - TTL 62
[2026-09-21 12:02:48] Seq 17: Success - Latency 1.37ms - TTL 62
[2026-09-21 12:02:49] Seq 18: Success - Latency 1.35ms - TTL 62
[2026-09-21 12:02:50] Seq 19: Success - Latency 1.62ms - TTL 62
[2026-09-21 12:02:51] Seq 20: Success - Latency 1.18ms - TTL 62
[2026-09-21 12:02:52] Seq 21: Success - Latency 1.53ms - TTL 62
[2026-09-21 12:02:53] Seq 22: Success - Latency 1.14ms - TTL 62
[2026-09-21 12:02:54] Seq 23: Success - Latency 1.32ms - TTL 62

# Target Stream: 172.16.32.54
---------------------------------------------
[2026-09-21 12:02:32] Seq 1: Success - Latency 1.52ms - TTL 62
[2026-09-21 12:02:33] Seq 2: Success - Latency 1.41ms - TTL 62
[2026-09-21 12:02:34] Seq 3: Success - Latency 2.28ms - TTL 62
[2026-09-21 12:02:35] Seq 4: Success - Latency 1.17ms - TTL 62
[2026-09-21 12:02:36] Seq 5: Success - Latency 3.08ms - TTL 62
[2026-09-21 12:02:37] Seq 6: Success - Latency 1.35ms - TTL 62
[2026-09-21 12:02:38] Seq 7: Success - Latency 2.4ms - TTL 62
[2026-09-21 12:02:39] Seq 8: Success - Latency 1.91ms - TTL 62
[2026-09-21 12:02:40] Seq 9: Success - Latency 2.08ms - TTL 62
[2026-09-21 12:02:41] Seq 10: Success - Latency 1.95ms - TTL 62
[2026-09-21 12:02:42] Seq 11: Success - Latency 1.27ms - TTL 62
[2026-09-21 12:02:43] Seq 12: Success - Latency 2.61ms - TTL 62
[2026-09-21 12:02:44] Seq 13: Success - Latency 2.04ms - TTL 62
[2026-09-21 12:02:45] Seq 14: Success - Latency 1.95ms - TTL 62
[2026-09-21 12:02:46] Seq 15: Success - Latency 1.12ms - TTL 62
[2026-09-21 12:02:47] Seq 16: Success - Latency 1.09ms - TTL 62
[2026-09-21 12:02:48] Seq 17: Success - Latency 1.23ms - TTL 62
[2026-09-21 12:02:49] Seq 18: Success - Latency 2.15ms - TTL 62
[2026-09-21 12:02:50] Seq 19: Success - Latency 1.17ms - TTL 62
[2026-09-21 12:02:51] Seq 20: Success - Latency 1.45ms - TTL 62
[2026-09-21 12:02:52] Seq 21: Success - Latency 0.88ms - TTL 62
[2026-09-21 12:02:53] Seq 22: Success - Latency 1.13ms - TTL 62
[2026-09-21 12:02:54] Seq 23: Success - Latency 1.28ms - TTL 62

# Target Stream: 172.16.32.55
---------------------------------------------
[2026-09-21 12:02:32] Seq 1: Success - Latency 1.48ms - TTL 62
[2026-09-21 12:02:33] Seq 2: Success - Latency 3.63ms - TTL 62
[2026-09-21 12:02:34] Seq 3: Success - Latency 2.66ms - TTL 62
[2026-09-21 12:02:35] Seq 4: Success - Latency 1.26ms - TTL 62
[2026-09-21 12:02:36] Seq 5: Success - Latency 2.31ms - TTL 62
[2026-09-21 12:02:37] Seq 6: Success - Latency 1.54ms - TTL 62
[2026-09-21 12:02:38] Seq 7: Success - Latency 2.94ms - TTL 62
[2026-09-21 12:02:39] Seq 8: Success - Latency 1.7ms - TTL 62
[2026-09-21 12:02:40] Seq 9: Success - Latency 1.28ms - TTL 62
[2026-09-21 12:02:41] Seq 10: Success - Latency 1.16ms - TTL 62
[2026-09-21 12:02:42] Seq 11: Success - Latency 1.13ms - TTL 62
[2026-09-21 12:02:43] Seq 12: Success - Latency 2.94ms - TTL 62
[2026-09-21 12:02:44] Seq 13: Success - Latency 1.41ms - TTL 62
[2026-09-21 12:02:45] Seq 14: Success - Latency 1.21ms - TTL 62
[2026-09-21 12:02:46] Seq 15: Success - Latency 1.29ms - TTL 62
[2026-09-21 12:02:47] Seq 16: Success - Latency 1.17ms - TTL 62
[2026-09-21 12:02:48] Seq 17: Success - Latency 1.81ms - TTL 62
[2026-09-21 12:02:49] Seq 18: Success - Latency 1.33ms - TTL 62
[2026-09-21 12:02:50] Seq 19: Success - Latency 1.44ms - TTL 62
[2026-09-21 12:02:51] Seq 20: Success - Latency 1.09ms - TTL 62
[2026-09-21 12:02:52] Seq 21: Success - Latency 1.29ms - TTL 62
[2026-09-21 12:02:53] Seq 22: Success - Latency 1.54ms - TTL 62
[2026-09-21 12:02:54] Seq 23: Success - Latency 1.29ms - TTL 62

# Target Stream: 172.16.32.56
---------------------------------------------
[2026-09-21 12:02:32] Seq 1: Success - Latency 1.56ms - TTL 62
[2026-09-21 12:02:33] Seq 2: Success - Latency 4.48ms - TTL 62
[2026-09-21 12:02:34] Seq 3: Success - Latency 1.71ms - TTL 62
[2026-09-21 12:02:35] Seq 4: Success - Latency 1.37ms - TTL 62
[2026-09-21 12:02:36] Seq 5: Success - Latency 4.56ms - TTL 62
[2026-09-21 12:02:37] Seq 6: Success - Latency 1.32ms - TTL 62
[2026-09-21 12:02:38] Seq 7: Success - Latency 2.04ms - TTL 62
[2026-09-21 12:02:39] Seq 8: Success - Latency 2.33ms - TTL 62
[2026-09-21 12:02:40] Seq 9: Success - Latency 1.32ms - TTL 62
[2026-09-21 12:02:41] Seq 10: Success - Latency 1.14ms - TTL 62
[2026-09-21 12:02:42] Seq 11: Success - Latency 1.33ms - TTL 62
[2026-09-21 12:02:43] Seq 12: Success - Latency 2.83ms - TTL 62
[2026-09-21 12:02:44] Seq 13: Success - Latency 1.17ms - TTL 62
[2026-09-21 12:02:45] Seq 14: Success - Latency 0.95ms - TTL 62
[2026-09-21 12:02:46] Seq 15: Success - Latency 1.32ms - TTL 62
[2026-09-21 12:02:47] Seq 16: Success - Latency 1.07ms - TTL 62
[2026-09-21 12:02:48] Seq 17: Success - Latency 1.17ms - TTL 62
[2026-09-21 12:02:49] Seq 18: Success - Latency 1.72ms - TTL 62
[2026-09-21 12:02:50] Seq 19: Success - Latency 2.11ms - TTL 62
[2026-09-21 12:02:51] Seq 20: Success - Latency 1.15ms - TTL 62
[2026-09-21 12:02:52] Seq 21: Success - Latency 1.42ms - TTL 62
[2026-09-21 12:02:53] Seq 22: Success - Latency 1.61ms - TTL 62
[2026-09-21 12:02:54] Seq 23: Success - Latency 1.44ms - TTL 62

# Target Stream: 172.16.32.57
---------------------------------------------
[2026-09-21 12:02:32] Seq 1: FAILED - Timed Out
[2026-09-21 12:02:34] Seq 2: FAILED - Timed Out
[2026-09-21 12:02:36] Seq 3: FAILED - Timed Out
[2026-09-21 12:02:38] Seq 4: FAILED - Timed Out
[2026-09-21 12:02:40] Seq 5: FAILED - Timed Out
[2026-09-21 12:02:42] Seq 6: FAILED - Timed Out
[2026-09-21 12:02:44] Seq 7: FAILED - Timed Out
[2026-09-21 12:02:46] Seq 8: FAILED - Timed Out
[2026-09-21 12:02:48] Seq 9: FAILED - Timed Out
[2026-09-21 12:02:50] Seq 10: FAILED - Timed Out
[2026-09-21 12:02:52] Seq 11: FAILED - Timed Out
[2026-09-21 12:02:54] Seq 12: FAILED - Timed Out

# Target Stream: 172.16.32.58
---------------------------------------------
[2026-09-21 12:02:32] Seq 1: FAILED - Timed Out
[2026-09-21 12:02:34] Seq 2: FAILED - Timed Out
[2026-09-21 12:02:36] Seq 3: FAILED - Timed Out
[2026-09-21 12:02:38] Seq 4: FAILED - Timed Out
[2026-09-21 12:02:40] Seq 5: FAILED - Timed Out
[2026-09-21 12:02:42] Seq 6: FAILED - Timed Out
[2026-09-21 12:02:44] Seq 7: FAILED - Timed Out
[2026-09-21 12:02:46] Seq 8: FAILED - Timed Out
[2026-09-21 12:02:48] Seq 9: FAILED - Timed Out
[2026-09-21 12:02:50] Seq 10: FAILED - Timed Out
[2026-09-21 12:02:52] Seq 11: FAILED - Timed Out
[2026-09-21 12:02:54] Seq 12: FAILED - Timed Out

# Target Stream: 172.16.32.59
---------------------------------------------
[2026-09-21 12:02:32] Seq 1: FAILED - Timed Out
[2026-09-21 12:02:34] Seq 2: FAILED - Timed Out
[2026-09-21 12:02:36] Seq 3: FAILED - Timed Out
[2026-09-21 12:02:38] Seq 4: FAILED - Timed Out
[2026-09-21 12:02:40] Seq 5: FAILED - Timed Out
[2026-09-21 12:02:42] Seq 6: FAILED - Timed Out
[2026-09-21 12:02:44] Seq 7: FAILED - Timed Out
[2026-09-21 12:02:46] Seq 8: FAILED - Timed Out
[2026-09-21 12:02:48] Seq 9: FAILED - Timed Out
[2026-09-21 12:02:50] Seq 10: FAILED - Timed Out
[2026-09-21 12:02:52] Seq 11: FAILED - Timed Out
[2026-09-21 12:02:54] Seq 12: FAILED - Timed Out

# Target Stream: 172.16.32.60
---------------------------------------------
[2026-09-21 12:02:32] Seq 1: FAILED - Timed Out
[2026-09-21 12:02:34] Seq 2: FAILED - Timed Out
[2026-09-21 12:02:36] Seq 3: FAILED - Timed Out
[2026-09-21 12:02:38] Seq 4: FAILED - Timed Out
[2026-09-21 12:02:40] Seq 5: FAILED - Timed Out
[2026-09-21 12:02:42] Seq 6: FAILED - Timed Out
[2026-09-21 12:02:44] Seq 7: FAILED - Timed Out
[2026-09-21 12:02:46] Seq 8: FAILED - Timed Out
[2026-09-21 12:02:48] Seq 9: FAILED - Timed Out
[2026-09-21 12:02:50] Seq 10: FAILED - Timed Out
[2026-09-21 12:02:52] Seq 11: FAILED - Timed Out
[2026-09-21 12:02:54] Seq 12: FAILED - Timed Out

# Target Stream: 172.16.32.61
---------------------------------------------
[2026-09-21 12:02:32] Seq 1: FAILED - Timed Out
[2026-09-21 12:02:34] Seq 2: FAILED - Timed Out
[2026-09-21 12:02:36] Seq 3: FAILED - Timed Out
[2026-09-21 12:02:38] Seq 4: FAILED - Timed Out
[2026-09-21 12:02:40] Seq 5: FAILED - Timed Out
[2026-09-21 12:02:42] Seq 6: FAILED - Timed Out
[2026-09-21 12:02:44] Seq 7: FAILED - Timed Out
[2026-09-21 12:02:46] Seq 8: FAILED - Timed Out
[2026-09-21 12:02:48] Seq 9: FAILED - Timed Out
[2026-09-21 12:02:50] Seq 10: FAILED - Timed Out
[2026-09-21 12:02:52] Seq 11: FAILED - Timed Out
[2026-09-21 12:02:54] Seq 12: FAILED - Timed Out

# Target Stream: 172.16.32.62
---------------------------------------------
[2026-09-21 12:02:32] Seq 1: FAILED - Timed Out
[2026-09-21 12:02:34] Seq 2: FAILED - Timed Out
[2026-09-21 12:02:36] Seq 3: FAILED - Timed Out
[2026-09-21 12:02:38] Seq 4: FAILED - Timed Out
[2026-09-21 12:02:40] Seq 5: FAILED - Timed Out
[2026-09-21 12:02:42] Seq 6: FAILED - Timed Out
[2026-09-21 12:02:44] Seq 7: FAILED - Timed Out
[2026-09-21 12:02:46] Seq 8: FAILED - Timed Out
[2026-09-21 12:02:48] Seq 9: FAILED - Timed Out
[2026-09-21 12:02:50] Seq 10: FAILED - Timed Out
[2026-09-21 12:02:52] Seq 11: FAILED - Timed Out
[2026-09-21 12:02:54] Seq 12: FAILED - Timed Out

# Target Stream: 172.16.32.63
---------------------------------------------
[2026-09-21 12:02:32] Seq 1: FAILED - Timed Out
[2026-09-21 12:02:34] Seq 2: FAILED - Timed Out
[2026-09-21 12:02:36] Seq 3: FAILED - Timed Out
[2026-09-21 12:02:38] Seq 4: FAILED - Timed Out
[2026-09-21 12:02:40] Seq 5: FAILED - Timed Out
[2026-09-21 12:02:42] Seq 6: FAILED - Timed Out
[2026-09-21 12:02:44] Seq 7: FAILED - Timed Out
[2026-09-21 12:02:46] Seq 8: FAILED - Timed Out
[2026-09-21 12:02:48] Seq 9: FAILED - Timed Out
[2026-09-21 12:02:50] Seq 10: FAILED - Timed Out
[2026-09-21 12:02:52] Seq 11: FAILED - Timed Out
[2026-09-21 12:02:54] Seq 12: FAILED - Timed Out

# Target Stream: 172.16.32.64
---------------------------------------------
[2026-09-21 12:02:32] Seq 1: Success - Latency 1.34ms - TTL 62
[2026-09-21 12:02:33] Seq 2: Success - Latency 1.58ms - TTL 62
